"RC1","RC2","RC3","RC4"
0.685815184651159,0.0761112460577014,-0.100049284759652,-0.0943927499322417
0.719821228266474,-0.095498445615251,-0.142078179286935,-0.00097615695607322
0.654388651684904,-0.0139213830645557,-0.0350784832724181,0.173790082804746
0.650589958026756,0.0182734670178211,0.00158009209040492,0.000524594213059577
0.613577251954736,-0.212290871761768,0.142234826014686,0.0504068890948552
0.557746128823605,0.23144806477216,-0.108504826632389,0.0823269637634023
0.583190230320483,0.240643835630596,0.0506760474630048,-0.158697291011917
0.540765508410403,-0.0411245949920425,0.147375619963788,-0.0598970206242972
0.469867484091463,0.0427218092006998,0.215830852065236,0.106610228235546
0.469866400887336,0.059612755086903,0.253020072724737,-0.0980138483023333
0.0557020183061104,0.888363677496642,-0.0215684971508211,-0.0830180524924507
-0.088875836957854,0.796618925462442,0.0207516444919492,0.144562988296673
0.0280579262834803,0.728291187963478,-0.0796305163765546,0.02258716464653
0.157942536262308,0.690576801435682,-0.0989957287044436,0.0659888523612714
0.211211104249877,0.650533890326691,-0.152693482551629,0.0149742682914248
-0.0278633045161809,0.609358602483444,0.316556637432507,-0.253462549161229
-0.239804354908359,0.56988778708572,0.217231508854331,0.225966001931893
0.00425933046765168,-0.0301595361463322,0.613023732212194,0.265992598948312
0.0627045494194042,-0.0887796333325416,0.637882161987619,0.000883556985882558
0.160489485721934,-0.0990664172275185,0.603910896942331,-0.15002801646389
-0.0583412503739241,0.00575693746959714,0.656241245609897,0.277874324311744
0.0421602345897941,0.170656366277638,0.55875010780487,-0.184000513155712
0.219390542194526,0.0083546350648164,-0.132509373500383,0.747174941307862
-0.034946899939595,0.0307550570651789,0.134232621909174,0.771099734203607
-0.109756807223019,0.0970450889460493,0.0614816055117878,0.774922930334988
